Speed,Acceleration,EngineRevolution,Accelerator,Clutch,Brake,Steering,Switches,Gear,WheelSlip,DistanceToCenterOfLane,PX,PY,PZ,category,output
31.67498954,0.19827244,374.2626198,0.351634205,0.960150545,0,0.037185207,0,4,0,5.841111111,1583.15341,2796.220011,-0.01,500Z,0
22.77574088,-0.001109796,269.168782,0.087594054,0.992708437,0,-0.011617627,0,4,0,2.726404304,-484.753675,4029.082922,-0.01,800Y,1
35.90729616,0.550231971,424.1422551,0.721175797,0.999661406,0.000279477,-0.039981823,0,4,0,1.44210139,-3934.291431,3765.910425,0,800Y,1
24.49954302,0.13336064,359.8321703,0.163899535,0.921631453,0,-0.012761006,0,2.78255814,0,2.365313953,1993.094395,1998.394738,-0.009401163,800Y,1
25.57438971,0.017293208,302.2359805,0.127420915,0.961407734,0,-0.013486812,0,4,0,2.524303968,1943.679731,4421.762623,-0.01,800Y,1
29.00573351,0.04603244,237.3070623,0.394737131,0.999982842,0.020054088,-0.019133934,0,5,0,2.93330429,-3962.321113,3782.46624,0,800Y,1
30.99411779,0.189038635,253.5367001,0.478663399,0.996011983,0.013590051,-0.020189579,0,5,0,2.146928105,1992.348729,1993.371975,-0.01,800Y,1
32.44449125,0.088007986,265.4308955,0.285407732,0.995834579,0,-0.019038879,0,5,0,2.119456245,1951.387918,4411.027179,-0.01,800Y,1
23.11476063,0.054563725,189.1058579,0.181666246,0.995111461,0,-0.011946017,0,5,0,2.032710602,-494.0493295,4022.188968,-0.01,800Y,1
26.21247372,0.129346675,214.4305378,0.627607747,0.99163144,0.04505481,-0.019273977,0,5,0,2.46120723,-533.7452873,3982.966953,-0.01,800Y,1
30.2722422,0.046810497,357.7443905,0.326729951,0.990838139,0.041597551,-0.018170609,0,4,0,2.552043387,-3965.329356,3786.920315,0,800Y,1
25.7524702,-0.044194693,210.7140997,0.133254092,0.9984039,0.006464066,-0.012799162,0,5,0,2.038484655,-480.0694629,4033.948095,-0.01,800Y,1
32.63652742,0.25936131,316.1939078,0.458382788,0.89072757,0,-0.024603077,0,3.698400609,0,3.199725819,1992.01,1992.390168,-0.008964204,800Y,1
34.47225076,0.321855416,344.1845443,0.521495345,0.91591889,0,-0.027658013,0,4.254252462,0,2.418576544,1966.291728,4394.07573,-0.01,800Y,1
21.72563609,0.008842482,177.752854,0.089220066,0.982867523,0,-0.010519382,0,5,0,2.49518316,-484.3359814,4028.86842,-0.01,800Y,1
30.04085442,0.152761396,245.7473794,0.365102673,0.999953526,0.003229844,-0.018464707,0,5,0,2.121046771,-499.2972309,4013.144736,-0.01,800Y,1
36.9237029,0.2227,436.2834597,0.435323348,0.999371222,0,-0.034484199,0,4,0,1.986506787,-502.8858552,4012.330226,-0.01,800Y,1
30.86210954,0.015914733,252.5038221,0.195228092,0.996107252,0,-0.017652145,0,5,0,2.939572519,-483.5579237,4029.690832,-0.01,800Y,1
40.69633622,0.199837337,332.9154907,0.702972253,0.999989572,0,-0.049794562,0,5,0,3.169506518,-3973.243408,3796.602002,0,800Y,1
16.33694224,-0.060016442,230.030799,0.124976627,0.85297578,0,-0.002285895,0,2.669618791,0,2.966245668,2122.419707,2096.438082,-0.009487871,800Y,1
21.84220662,0.037428251,277.9758268,0.081630495,0.999986881,0,-0.011131277,0,3,0,1.990069045,1948.655512,4411.814988,-0.01,800Y,1
27.32810167,0.226386546,356.227344,0.506940897,0.926375368,0.039209772,-0.022016024,0,2.963855422,0,3.026372155,-527.4896452,3992.558092,-0.01,800Y,1
30.77422582,0.124729992,251.7553166,0.323642976,0.993609415,0.000300835,-0.01982366,0,5,0,2.351093394,-496.2822248,4016.271314,-0.01,800Y,1
29.29131161,-0.012430189,239.659566,0.146972714,0.981147315,0,-0.015618781,0,5,0,2.788207547,-480.1211321,4033.106132,-0.01,800Y,1
30.34432361,0.074924438,248.2512834,0.242241454,1,0,-0.017026117,0,5,0,2.152788606,-489.3091754,4023.142714,-0.01,800Y,1
34.47091413,0.297338993,281.9538863,0.620864907,0.999874086,0,-0.025631592,0,5,0,2.37696182,1995.717864,1994.484273,-0.009512591,800Y,1
31.40257727,0.31871897,256.8433344,0.579537858,0.999881603,0,-0.022135953,0,5,0,2.566156991,1970.92193,4387.695053,-0.009779231,800Y,1
38.16902793,-0.011082901,312.2950645,0.298824799,0.999821486,0,-0.02966513,0,5,0,3.319820949,2023.480779,2026.355157,-0.008683975,800Y,1
34.59405532,0.134578339,283.0055397,0.43594278,0.99989287,0,-0.029400054,0,5,0,2.373844765,1952.275018,4410.16398,-0.01,800Y,1
25.36308069,0.028422956,299.7346415,0.120641447,0.999996918,0.001488428,-0.013114604,0,4,0,2.782893082,-483.6232453,4028.732616,-0.01,800Y,0
33.01625223,0.289263077,390.0782462,0.352668421,0.996612955,0.00058332,-0.023549457,0,4,0,2.7011417,-506.862502,4007.680016,-0.01,800Y,0
25.18915398,0.061798244,297.6657482,0.121343911,0.999906557,0,-0.011991136,0,4,0,2.298419204,-3975.527377,3802.131704,0,800Y,0
28.70417089,0.161305285,234.8083037,0.328004581,0.99905821,0.004560536,-0.016784292,0,5,0,5.973565891,-506.8770049,4011.364433,-0.009992953,800Y,0
26.64969467,0.165932479,217.9976956,0.288598159,0.999312558,0,-0.014486272,0,5,0,2.354017094,-504.0791979,4008.876509,-0.01,800Y,0
23.03510439,0.007366631,188.4669946,0.098072309,0.999188002,0,-0.010558731,0,5,0,2.238028923,-3983.822769,3807.115811,0,800Y,0
30.58239236,0.117313305,250.1876553,0.297119745,0.999738004,0,-0.017305011,0,5,0,2.527445152,-3971.998018,3798.456185,0,800Y,0
24.65125944,0.03708314,291.3184331,0.106439218,0.99973482,0,-0.012500159,0,4,0,2.543854612,-494.233427,4022.584117,-0.01,800Y,0
24.39017445,0.019631841,199.550668,0.131015524,0.994418074,0.000698697,-0.011656635,0,5,0,2.856623229,-3975.981167,3802.409768,0,800Y,0
28.88980743,0.030604351,236.3628086,0.184669545,0.999751004,0,-0.014624679,0,5,0,2.845167336,-3979.794746,3805.543942,0,800Y,0
24.53037791,0.013322885,200.6994753,0.117497626,0.99773311,0,-0.012159452,0,5,0,2.567029823,-484.0802495,4028.074413,-0.01,800Y,0
25.42277888,-0.017166204,300.4577806,0.081448424,0.998581715,0.00106261,-0.013047062,0,4,0,3.126374527,-476.9823707,4033.348594,-0.01,800Y,0
25.09345687,0.080406899,296.5273406,0.132340584,0.997706588,0,-0.012692902,0,4,0,2.195332505,-490.2601989,4019.807526,-0.01,800Y,0
23.67318595,-0.035760317,193.6994397,0.067832922,0.999152146,0,-0.011456302,0,5,0,2.918912404,-475.0914109,4037.36381,-0.01,800Y,0
25.34570212,-0.002969181,299.5411715,0.09103901,0.992344549,0,-0.012192846,0,4,0,3.110459635,-3987.435857,3809.032876,0,800Y,0
24.32766021,-0.000769928,287.508997,0.077831522,0.999282126,0,-0.011878237,0,4,0,2.429408213,-480.7695894,4031.715803,-0.01,800Y,0
18.91586424,0.028314876,240.7353515,0.077990192,0.99762717,0,-0.009632914,0,3,0,2.61901924,-472.9793806,4041.762975,-0.01,800Y,0
29.86733965,0.125851216,244.334804,0.287506411,0.993885114,0,-0.01712636,0,5,0,2.358113486,-495.5628371,4017.516205,-0.01,800Y,0
23.16288718,-0.027067888,273.7538384,0.055462769,0.995672791,0,-0.010596713,0,4,0,2.760037716,-3991.7182,3815.197333,0,800Y,0
24.64430452,-0.004786797,201.636511,0.109056663,0.990927384,0,-0.012238704,0,5,0,2.326259169,-479.2999144,4029.331143,-0.01,800Y,0
26.26534295,0.136744964,310.3547654,0.175881352,0.962975828,0,-0.013743047,0,4,0,2.346608187,-497.9512671,4014.638564,-0.01,800Y,0
25.96360937,0.067402888,306.8160777,0.147965533,0.95936656,0.001437099,-0.013781149,0,4,0,3.166713736,-484.9756996,4027.20258,-0.01,800Y,0
23.24076781,0.017690993,274.6562983,0.091951692,0.992396902,0,0.011717648,0,4,0,3.233602983,1427.463075,1688.146661,0,800Z,1
33.36809602,0.300460159,394.2319825,0.530163347,0.998543665,0.01460749,0.03135553,0,4,0,3.076621514,-230.9767171,1258.841625,-0.000135458,800Z,1
26.03107297,0.077497164,212.9606875,0.216608381,0.99998702,0.002377694,0.013634234,0,5,0,3.458412098,-265.166276,1291.354247,-8.82E-05,800Z,1
23.04438188,0.004130341,188.5438136,0.114348977,0.995160682,0,0.011412318,0,5,0,2.635051136,1431.210494,1687.15696,0,800Z,1
20.55450819,0.079911602,204.0941457,0.625125519,0.864215371,0.004525608,0.021756555,0,4.077448071,0,3.032703264,1519.634976,1571.973718,-0.000878338,800Z,1
34.08731992,0.023160658,402.8410502,0.217208477,0.990802469,0,0.021032502,0,4,0,3.224930041,-269.2592016,1298.660165,-9.05E-05,800Z,1
26.46412581,0.006557301,216.5229094,0.237403325,0.998219426,0.015720339,0.014963338,0,5,0,2.869276402,1436.58045,1680.855241,0,800Z,1
21.79074817,0.007734626,178.2858493,0.090868487,0.983494484,0,0.010820273,0,5,0,2.770458766,1432.599776,1685.918727,0,800Z,1
28.95667578,0.075041667,236.8978234,0.274579558,0.999991097,0.006734259,0.016307123,0,5,0,3.618205128,1439.280392,1672.464024,0,800Z,1
32.82501584,0.141451849,387.8762886,0.264601286,0.999528617,0,0.024776849,0,4,0,3.237596463,1442.750466,1670.740506,0,800Z,1
29.07579456,0.064316953,237.8753112,0.214071245,0.996366524,0,0.015786094,0,5,0,3.122453505,1435.097253,1682.41073,0,800Z,1
28.75404588,0.144453915,302.2209681,0.282113028,0.9834386,0,0.017209494,0,4.195426195,0,3.664747055,-253.0020513,1280.430028,-9.70E-05,800Z,1
23.99539722,0.029722872,305.7623635,0.152030437,0.97336383,0.005535284,0.013835165,0,3,0,3.626394799,1425.410987,1690.642778,0,800Z,1
26.42798462,0.13604841,216.1918131,0.285816937,0.994012654,0.000625827,0.015238767,0,5,0,2.706443868,1451.517489,1666.566483,0,800Z,1
25.35613568,0.098788646,207.4323649,0.204764878,0.981519838,0,0.013145852,0,5,0,3.024123518,1441.725508,1672.979432,0,800Z,1
27.81987027,-0.001362397,227.6174801,0.148019589,0.999999384,0,0.015208651,0,5,0,2.832493151,1427.749753,1690.61761,0,800Z,1
24.937431,0.025423985,294.705075,0.123915744,1,0.00460369,0.013142497,0,4,0,3.03899754,1428.050055,1686.860363,0,800Z,0
32.19434102,0.29222549,380.3635388,0.385736314,0.996704706,0.00772651,0.024964541,0,4,0,2.660996078,1459.330667,1652.190141,0,800Z,0
23.24455592,0.000561387,274.7081477,0.078061669,0.999905919,0,0.011102875,0,4,0,2.416640361,-278.8410485,1308.72863,-0.000163472,800Z,0
24.40628533,0.145182562,199.6481858,0.312758268,0.999142393,0.007585027,0.013955622,0,5,0,6.321100421,1458.691521,1654.994215,0,800Z,0
23.17635168,0.098204957,189.5979077,0.252153618,0.999344957,0.010890256,0.012128256,0,5,0,3.360273504,1457.873236,1649.92816,0,800Z,0
14.61269565,0.155881098,178.3136787,0.140635858,0.821446568,0.003375286,0.012270641,0.223340961,3.533180778,0,2.374146453,-95.93289931,687.8051876,-4.58E-05,800Z,0
32.14212876,0.147767001,262.9404904,0.422669237,0.999732845,0,0.021198134,0,5,0,3.056037008,-250.6972244,1272.146253,-0.000107941,800Z,0
25.01075256,-0.008307156,295.5848692,0.094098766,0.999689636,0.002879951,0.0127143,0,4,0,3.186002468,1428.805713,1690.617489,0,800Z,0
24.28387076,0.043219942,198.6744503,0.147850292,0.995421871,0.000460877,0.011898497,0,5,0,3.214321637,-260.460848,1286.172029,-0.000105263,800Z,0
29.30517089,-0.005604722,287.1143756,0.147315997,0.965311698,0,0.015450902,0,4.465821001,0,2.805637773,-269.2449753,1295.67544,-0.000133897,800Z,0
25.05700192,-0.010025402,205.0145643,0.108991038,0.998061001,0.000528554,0.012357998,0,5,0,3.067292954,1429.557089,1685.949289,0,800Z,0
20.83903483,-0.009696553,246.2833272,0.074887603,0.998046245,0.002908436,0.010474218,0,4,0,3.402283951,1423.054907,1686.742757,0,800Z,0
25.61787932,0.042287011,302.7400536,0.12686633,0.998246028,0.002186885,0.013319723,0,4,0,2.795069357,1440.718405,1672.77541,0,800Z,0
28.02440069,0.093476976,229.2650402,0.227706033,0.99909466,0,0.01526568,0,5,0,3.054160888,1441.100735,1673.311657,0,800Z,0
25.44713493,0.030243278,300.726798,0.113050706,0.992078821,0,0.012765691,0,4,0,3.281829343,-271.8492142,1299.624954,-7.98E-05,800Z,0
22.74885713,-0.029323539,268.8616472,0.050525899,0.999211461,0,0.011053084,0,4,0,2.863151685,1423.68418,1693.919185,0,800Z,0
18.94716489,0.026368396,241.3463955,0.071317999,0.981580411,0.00203899,0.009770229,0,3,0,3.226241234,1436.489439,1683.684189,0,800Z,0
25.88885619,-0.009929273,211.8205676,0.138829528,0.993734056,0.003351339,0.013163048,0,5,0,2.815695153,1429.743253,1685.338278,0,800Z,0
23.03155714,-0.042687437,272.2078972,0.053220178,0.996577654,0,0.011572657,0,4,0,3.135975542,-289.5792273,1314.094769,-8.89E-05,800Z,0
23.9362544,0.011182832,195.8390383,0.110550383,0.990555811,0,0.011890991,0,5,0,2.623038348,1433.57249,1685.543729,0,800Z,0
28.68740715,0.231866454,338.9416377,0.271612597,0.963146709,0,0.018400092,0,4,0,3.2087615,1452.824841,1659.248018,0,800Z,0
24.43072177,0.052812808,288.7058184,0.132889657,0.95990012,0.002946603,0.012783506,0,4,0,3.070607336,1447.574185,1668.316061,0,800Z,0
27.816331,0.093476976,249.5970649,0.124564,0.989621,0.000967,0.013105,0,4.616455,0,3.068314,582.1642,1489.604,0,800Z,0
